Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
613,Southern,Tamil Nadu,Chennai,Marina Beach #289,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
614,Southern,Tamil Nadu,Chennai,Marina Beach #290,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
615,Northern,Uttarakhand,Rishikesh,Laxman Jhula #291,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
616,Eastern,West Bengal,Darjeeling,Tiger Hill #292,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
617,Southern,Kerala,Alleppey,Alleppey Backwaters #293,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
618,Southern,Kerala,Alleppey,Alleppey Backwaters #294,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
619,Eastern,West Bengal,Darjeeling,Tiger Hill #295,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
620,Southern,Tamil Nadu,Chennai,Marina Beach #296,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
621,Southern,Tamil Nadu,Chennai,Marina Beach #297,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
622,Southern,Kerala,Alleppey,Alleppey Backwaters #298,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
623,Western,Rajasthan,Jodhpur,Mehrangarh Fort #299,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
624,Northern,Uttarakhand,Rishikesh,Laxman Jhula #300,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
625,Western,Rajasthan,Jodhpur,Mehrangarh Fort #301,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
626,Western,Rajasthan,Jodhpur,Mehrangarh Fort #302,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
627,Eastern,West Bengal,Darjeeling,Tiger Hill #303,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
628,Western,Rajasthan,Jodhpur,Mehrangarh Fort #304,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
629,Southern,Tamil Nadu,Chennai,Marina Beach #305,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
630,Southern,Kerala,Alleppey,Alleppey Backwaters #306,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
631,Southern,Kerala,Alleppey,Alleppey Backwaters #307,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
632,Western,Rajasthan,Jodhpur,Mehrangarh Fort #308,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
633,Northern,Uttarakhand,Rishikesh,Laxman Jhula #309,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
634,Southern,Kerala,Alleppey,Alleppey Backwaters #310,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
635,Southern,Kerala,Alleppey,Alleppey Backwaters #311,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
636,Northern,Uttarakhand,Rishikesh,Laxman Jhula #312,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
637,Southern,Kerala,Alleppey,Alleppey Backwaters #313,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
638,Southern,Kerala,Alleppey,Alleppey Backwaters #314,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
639,Western,Rajasthan,Jodhpur,Mehrangarh Fort #315,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
640,Eastern,West Bengal,Darjeeling,Tiger Hill #316,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
641,Southern,Kerala,Alleppey,Alleppey Backwaters #317,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
642,Northern,Uttarakhand,Rishikesh,Laxman Jhula #318,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
643,Western,Rajasthan,Jodhpur,Mehrangarh Fort #319,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
644,Western,Rajasthan,Jodhpur,Mehrangarh Fort #320,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
645,Southern,Kerala,Alleppey,Alleppey Backwaters #321,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
646,Eastern,West Bengal,Darjeeling,Tiger Hill #322,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
647,Eastern,West Bengal,Darjeeling,Tiger Hill #323,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
648,Southern,Kerala,Alleppey,Alleppey Backwaters #324,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
649,Southern,Kerala,Alleppey,Alleppey Backwaters #325,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
650,Western,Rajasthan,Jodhpur,Mehrangarh Fort #326,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
651,Southern,Kerala,Alleppey,Alleppey Backwaters #327,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
652,Southern,Kerala,Alleppey,Alleppey Backwaters #328,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
653,Northern,Uttarakhand,Rishikesh,Laxman Jhula #329,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
654,Eastern,West Bengal,Darjeeling,Tiger Hill #330,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
655,Northern,Uttarakhand,Rishikesh,Laxman Jhula #331,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
656,Eastern,West Bengal,Darjeeling,Tiger Hill #332,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
657,Northern,Uttarakhand,Rishikesh,Laxman Jhula #333,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
658,Southern,Tamil Nadu,Chennai,Marina Beach #334,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
659,Southern,Tamil Nadu,Chennai,Marina Beach #335,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
660,Eastern,West Bengal,Darjeeling,Tiger Hill #336,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
661,Southern,Kerala,Alleppey,Alleppey Backwaters #337,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
662,Southern,Tamil Nadu,Chennai,Marina Beach #338,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
663,Southern,Kerala,Alleppey,Alleppey Backwaters #339,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
664,Southern,Kerala,Alleppey,Alleppey Backwaters #340,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
665,Northern,Uttarakhand,Rishikesh,Laxman Jhula #341,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
666,Northern,Uttarakhand,Rishikesh,Laxman Jhula #342,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
667,Southern,Kerala,Alleppey,Alleppey Backwaters #343,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
668,Northern,Uttarakhand,Rishikesh,Laxman Jhula #344,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
669,Southern,Kerala,Alleppey,Alleppey Backwaters #345,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
670,Eastern,West Bengal,Darjeeling,Tiger Hill #346,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
671,Eastern,West Bengal,Darjeeling,Tiger Hill #347,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
672,Eastern,West Bengal,Darjeeling,Tiger Hill #348,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
673,Eastern,West Bengal,Darjeeling,Tiger Hill #349,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
674,Western,Rajasthan,Jodhpur,Mehrangarh Fort #350,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
675,Northern,Uttarakhand,Rishikesh,Laxman Jhula #351,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
676,Southern,Tamil Nadu,Chennai,Marina Beach #352,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
677,Southern,Tamil Nadu,Chennai,Marina Beach #353,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
678,Southern,Tamil Nadu,Chennai,Marina Beach #354,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
679,Southern,Kerala,Alleppey,Alleppey Backwaters #355,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
680,Southern,Tamil Nadu,Chennai,Marina Beach #356,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
681,Eastern,West Bengal,Darjeeling,Tiger Hill #357,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
682,Southern,Kerala,Alleppey,Alleppey Backwaters #358,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
683,Southern,Tamil Nadu,Chennai,Marina Beach #359,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
684,Northern,Uttarakhand,Rishikesh,Laxman Jhula #360,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
685,Northern,Uttarakhand,Rishikesh,Laxman Jhula #361,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
686,Northern,Uttarakhand,Rishikesh,Laxman Jhula #362,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
687,Southern,Tamil Nadu,Chennai,Marina Beach #363,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
688,Southern,Tamil Nadu,Chennai,Marina Beach #364,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
689,Northern,Uttarakhand,Rishikesh,Laxman Jhula #365,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
690,Eastern,West Bengal,Darjeeling,Tiger Hill #366,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
691,Western,Rajasthan,Jodhpur,Mehrangarh Fort #367,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
692,Western,Rajasthan,Jodhpur,Mehrangarh Fort #368,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
693,Western,Rajasthan,Jodhpur,Mehrangarh Fort #369,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
694,Southern,Kerala,Alleppey,Alleppey Backwaters #370,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
695,Western,Rajasthan,Jodhpur,Mehrangarh Fort #371,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
696,Southern,Kerala,Alleppey,Alleppey Backwaters #372,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
697,Southern,Tamil Nadu,Chennai,Marina Beach #373,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
698,Western,Rajasthan,Jodhpur,Mehrangarh Fort #374,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
699,Southern,Tamil Nadu,Chennai,Marina Beach #375,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
700,Eastern,West Bengal,Darjeeling,Tiger Hill #376,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
701,Western,Rajasthan,Jodhpur,Mehrangarh Fort #377,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
702,Eastern,West Bengal,Darjeeling,Tiger Hill #378,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
703,Southern,Kerala,Alleppey,Alleppey Backwaters #379,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
704,Northern,Uttarakhand,Rishikesh,Laxman Jhula #380,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
705,Southern,Kerala,Alleppey,Alleppey Backwaters #381,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
706,Northern,Uttarakhand,Rishikesh,Laxman Jhula #382,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
707,Western,Rajasthan,Jodhpur,Mehrangarh Fort #383,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
708,Northern,Uttarakhand,Rishikesh,Laxman Jhula #384,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
709,Northern,Uttarakhand,Rishikesh,Laxman Jhula #385,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
710,Southern,Kerala,Alleppey,Alleppey Backwaters #386,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
711,Southern,Kerala,Alleppey,Alleppey Backwaters #387,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
712,Western,Rajasthan,Jodhpur,Mehrangarh Fort #388,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
713,Southern,Tamil Nadu,Chennai,Marina Beach #389,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
714,Southern,Kerala,Alleppey,Alleppey Backwaters #390,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
715,Eastern,West Bengal,Darjeeling,Tiger Hill #391,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
716,Southern,Kerala,Alleppey,Alleppey Backwaters #392,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
717,Southern,Tamil Nadu,Chennai,Marina Beach #393,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
718,Southern,Kerala,Alleppey,Alleppey Backwaters #394,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
719,Eastern,West Bengal,Darjeeling,Tiger Hill #395,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
720,Northern,Uttarakhand,Rishikesh,Laxman Jhula #396,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
721,Southern,Kerala,Alleppey,Alleppey Backwaters #397,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
722,Western,Rajasthan,Jodhpur,Mehrangarh Fort #398,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
723,Southern,Kerala,Alleppey,Alleppey Backwaters #399,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
724,Western,Rajasthan,Jodhpur,Mehrangarh Fort #400,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
725,Eastern,West Bengal,Darjeeling,Tiger Hill #401,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
726,Western,Rajasthan,Jodhpur,Mehrangarh Fort #402,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
727,Southern,Kerala,Alleppey,Alleppey Backwaters #403,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
728,Western,Rajasthan,Jodhpur,Mehrangarh Fort #404,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
729,Western,Rajasthan,Jodhpur,Mehrangarh Fort #405,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
730,Eastern,West Bengal,Darjeeling,Tiger Hill #406,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
731,Western,Rajasthan,Jodhpur,Mehrangarh Fort #407,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
732,Eastern,West Bengal,Darjeeling,Tiger Hill #408,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
733,Southern,Kerala,Alleppey,Alleppey Backwaters #409,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
734,Southern,Kerala,Alleppey,Alleppey Backwaters #410,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
735,Southern,Kerala,Alleppey,Alleppey Backwaters #411,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
736,Western,Rajasthan,Jodhpur,Mehrangarh Fort #412,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
737,Eastern,West Bengal,Darjeeling,Tiger Hill #413,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
738,Eastern,West Bengal,Darjeeling,Tiger Hill #414,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
739,Southern,Tamil Nadu,Chennai,Marina Beach #415,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
740,Western,Rajasthan,Jodhpur,Mehrangarh Fort #416,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
741,Southern,Tamil Nadu,Chennai,Marina Beach #417,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
742,Northern,Uttarakhand,Rishikesh,Laxman Jhula #418,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
743,Eastern,West Bengal,Darjeeling,Tiger Hill #419,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
744,Western,Rajasthan,Jodhpur,Mehrangarh Fort #420,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
745,Eastern,West Bengal,Darjeeling,Tiger Hill #421,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
746,Eastern,West Bengal,Darjeeling,Tiger Hill #422,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
747,Southern,Tamil Nadu,Chennai,Marina Beach #423,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
748,Southern,Tamil Nadu,Chennai,Marina Beach #424,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
749,Western,Rajasthan,Jodhpur,Mehrangarh Fort #425,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
750,Southern,Tamil Nadu,Chennai,Marina Beach #426,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
751,Southern,Kerala,Alleppey,Alleppey Backwaters #427,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
752,Southern,Tamil Nadu,Chennai,Marina Beach #428,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
753,Southern,Tamil Nadu,Chennai,Marina Beach #429,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
754,Southern,Kerala,Alleppey,Alleppey Backwaters #430,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
755,Southern,Tamil Nadu,Chennai,Marina Beach #431,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
756,Northern,Uttarakhand,Rishikesh,Laxman Jhula #432,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
757,Eastern,West Bengal,Darjeeling,Tiger Hill #433,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
758,Southern,Kerala,Alleppey,Alleppey Backwaters #434,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
759,Southern,Kerala,Alleppey,Alleppey Backwaters #435,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
760,Northern,Uttarakhand,Rishikesh,Laxman Jhula #436,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
761,Southern,Tamil Nadu,Chennai,Marina Beach #437,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
762,Northern,Uttarakhand,Rishikesh,Laxman Jhula #438,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
763,Western,Rajasthan,Jodhpur,Mehrangarh Fort #439,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
764,Eastern,West Bengal,Darjeeling,Tiger Hill #440,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
765,Southern,Tamil Nadu,Chennai,Marina Beach #441,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
766,Western,Rajasthan,Jodhpur,Mehrangarh Fort #442,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
767,Eastern,West Bengal,Darjeeling,Tiger Hill #443,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
768,Southern,Kerala,Alleppey,Alleppey Backwaters #444,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
769,Western,Rajasthan,Jodhpur,Mehrangarh Fort #445,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
770,Northern,Uttarakhand,Rishikesh,Laxman Jhula #446,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
771,Southern,Tamil Nadu,Chennai,Marina Beach #447,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
772,Western,Rajasthan,Jodhpur,Mehrangarh Fort #448,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
773,Southern,Kerala,Alleppey,Alleppey Backwaters #449,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
774,Eastern,West Bengal,Darjeeling,Tiger Hill #450,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
775,Southern,Tamil Nadu,Chennai,Marina Beach #451,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
776,Western,Rajasthan,Jodhpur,Mehrangarh Fort #452,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
777,Southern,Kerala,Alleppey,Alleppey Backwaters #453,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
778,Eastern,West Bengal,Darjeeling,Tiger Hill #454,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
779,Southern,Kerala,Alleppey,Alleppey Backwaters #455,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
780,Southern,Kerala,Alleppey,Alleppey Backwaters #456,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
781,Northern,Uttarakhand,Rishikesh,Laxman Jhula #457,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
782,Western,Rajasthan,Jodhpur,Mehrangarh Fort #458,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
783,Western,Rajasthan,Jodhpur,Mehrangarh Fort #459,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
784,Southern,Kerala,Alleppey,Alleppey Backwaters #460,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
785,Eastern,West Bengal,Darjeeling,Tiger Hill #461,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
786,Southern,Tamil Nadu,Chennai,Marina Beach #462,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
787,Eastern,West Bengal,Darjeeling,Tiger Hill #463,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
788,Northern,Uttarakhand,Rishikesh,Laxman Jhula #464,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
789,Southern,Kerala,Alleppey,Alleppey Backwaters #465,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
790,Southern,Kerala,Alleppey,Alleppey Backwaters #466,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
791,Southern,Kerala,Alleppey,Alleppey Backwaters #467,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
792,Southern,Kerala,Alleppey,Alleppey Backwaters #468,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
793,Northern,Uttarakhand,Rishikesh,Laxman Jhula #469,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
794,Southern,Kerala,Alleppey,Alleppey Backwaters #470,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
795,Southern,Kerala,Alleppey,Alleppey Backwaters #471,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
796,Western,Rajasthan,Jodhpur,Mehrangarh Fort #472,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
797,Southern,Tamil Nadu,Chennai,Marina Beach #473,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
798,Northern,Uttarakhand,Rishikesh,Laxman Jhula #474,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
799,Western,Rajasthan,Jodhpur,Mehrangarh Fort #475,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
800,Southern,Kerala,Alleppey,Alleppey Backwaters #476,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
801,Northern,Uttarakhand,Rishikesh,Laxman Jhula #477,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
802,Western,Rajasthan,Jodhpur,Mehrangarh Fort #478,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
803,Southern,Kerala,Alleppey,Alleppey Backwaters #479,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
804,Northern,Uttarakhand,Rishikesh,Laxman Jhula #480,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
805,Eastern,West Bengal,Darjeeling,Tiger Hill #481,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
806,Northern,Uttarakhand,Rishikesh,Laxman Jhula #482,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
807,Northern,Uttarakhand,Rishikesh,Laxman Jhula #483,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
808,Southern,Kerala,Alleppey,Alleppey Backwaters #484,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
809,Western,Rajasthan,Jodhpur,Mehrangarh Fort #485,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
810,Eastern,West Bengal,Darjeeling,Tiger Hill #486,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
811,Western,Rajasthan,Jodhpur,Mehrangarh Fort #487,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
812,Western,Rajasthan,Jodhpur,Mehrangarh Fort #488,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
813,Northern,Uttarakhand,Rishikesh,Laxman Jhula #489,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
814,Northern,Uttarakhand,Rishikesh,Laxman Jhula #490,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
